id,query_string,repository_id,repository_url,project_url,version,title,description,language,doi,upload_date,download_date,download_repository_folder,download_project_folder,download_version_folder,download_method
346,OAI-PMH full harvest,16,https://opendata.uni-halle.de,http://dx.doi.org/10.25673/934,,"Auswirkungen einer Lebendnierenspende im prä-post-Vergleich auf das somatische, psychosoziale und physische Belastungserleben und die Beziehungsqualität von Spendern und Empfängern","In dieser Studie sollte anhand der prä- und postoperativen Befragung von 23 Spender-Empfänger-Paaren ermittelt werden welche Auswirkungen eine Lebendnierenspende in Bezug auf das physische und psychosoziale Leben, die Beziehungsqualität, die Lebenszufriedenheit und die Lebensqualität der Spender und Empfänger hat. Es wurden 6 Selbstbeurteilungsbögen (B-L, SCL-90-R, F-SOZU, Beziehungsfragebogen, SF-36, Fragebogen zur Lebenszufriedenheit) und ein 30-60 minütiges halbstrukturiertes Interview verwendet. Postoperativ kam es zur leichten Zunahme der psychischen und physischen Beschwerden, zur Verschlechterung der Beziehungsqualität und zur Abnahme der sozialen Unterstützung. Die psychosoziale Belastung dagegen nahm postoperativ ab. Die postoperativen Werte waren vergleichbar mit denen der deutschen Normstichprobe.",deu,http://dx.doi.org/10.25673/934,2013,2026-04-14T20:20:39.798337+00:00,opendata,"1981185920_7833_Auswirkungen_einer_Lebendnierenspende_im_prä-post-Vergleich_auf_das_somatische,_psyc",,SCRAPING
347,OAI-PMH full harvest,16,https://opendata.uni-halle.de,http://dx.doi.org/10.25673/36750,,Bedeutung der Masturbation von Frauen ab 70 Jahren : Eine qualitative Studie,"In dieser Masterarbeit wird die Bedeutung der Masturbation von Frauen beleuchtet. Nach einer Begriffsklärung und der daraus resultierenden Definition, wird ein Überblick der vorhandenen Literatur zum Thema Masturbation gegeben. Hier liegt ein Fokus in der gesundheitlichen Auswirkung. Im Speziellen wird die Studienlage zur weiblichen Masturbation aufgeführt. Anhand von drei Interviews mit Frauen im Alter von über 70 Jahren werden qualitative Daten ausgewertet. Es kann so ein Einblick gegeben werden wie die befragten Frauen ihre Masturbation wahrnehmen und welche Bedeutung ihr im Laufe des eigenen Lebens zukommt.",deu,http://dx.doi.org/10.25673/36750,2021-05-28,2026-04-14T20:20:47.106205+00:00,opendata,1981185920_36982_Bedeutung_der_Masturbation_von_Frauen_ab_70_Jahren___Eine_qualitative_Studie,,SCRAPING
348,OAI-PMH full harvest,16,https://opendata.uni-halle.de,http://dx.doi.org/10.25673/80398.2,,„Be(com)ing nonbinary in the binary“ – Normativität und Identität in nichtbinären Biografien,"Nichtbinäre Geschlechtsidentitäten – Identitäten, die weder ausschließlich männlich
oder weiblich sind – werden in den letzten Jahren immer sichtbarer. Eine USamerikanische
Studie zeigte, dass ein Drittel aller trans Personen sich als nichtbinär
identifiziert (James et al. 2016: 45). Trotzdem ist bis jetzt noch wenig erforscht, wie
nichtbinäre Personen mit dem binären Geschlechtersystem, das sie umgibt,
interagieren – vor allem in Deutschland. Deshalb ist das Ziel dieser Studie, die
Lebensrealität nichtbinärer Personen im binären Geschlechtersystem in
Deutschland zu beleuchten. Dafür wurden sechs Problemzentrierte Interviews
durchgeführt und anhand der Grounded Theory ausgewertet. Es wurden drei
zentrale Themen – Dichotomien – festgestellt, die im Reflexionsprozess der
Geschlechtsidentität eine Rolle spielten: (Un)Vorstellbarkeit von Nichtbinarität,
(Un)Zugehörigkeit der nichtbinären Personen zu verschiedenen Communitys und
(Un)Sichtbarkeit von Nichtbinarität.",deu,http://dx.doi.org/10.25673/80398.2,2024-01-01,2026-04-14T20:20:53.804790+00:00,opendata,1981185920_82352.2_„Be(com)ing_nonbinary_in_the_binary“_–_Normativität_und_Identität_in_nichtbinären,,SCRAPING
349,OAI-PMH full harvest,16,https://opendata.uni-halle.de,http://dx.doi.org/10.25673/118644,,Demand analysis of a German emergency medical service feedback system,"Background:

The number of emergency medical service (EMS) calls in Germany is continuously increasing. The initial assessment, the pre-hospital care and the choice of hospital for further care by the EMS influences the patient’s outcome and are the basis for further care in hospital. However, the EMS does not receive any official feedback on its decisions.
Objectives:

This study evaluates the demand for a feedback system from the emergency department (ED) to the EMS, what it should contain, and how it could be integrated in the electronic clinical systems.
Methods:

A semi-structured interview guideline for expert interviews with members of EMS staff (n = 6) and ED staff (n = 17) was developed. A mockup to visualise a possible implementation was designed and included in the interview.
Results:

There is a significant demand for feedback on pre-diagnosis, pre-hospital care and handover of patients from the EMS to the ED. The EDs are very interested in improving the collaboration with the paramedic services through feedback.
Conclusion:

A feedback system is strongly desired by various EMS stakeholders and, according to them, could improve both EMS and ED collaboration and overall patient care.",eng,http://dx.doi.org/10.25673/118644,2023,2026-04-14T20:21:02.420737+00:00,opendata,1981185920_120602_Demand_analysis_of_a_German_emergency_medical_service_feedback_system,,SCRAPING
350,OAI-PMH full harvest,16,https://opendata.uni-halle.de,http://dx.doi.org/10.25673/112603,,Performativer (Gender)Fuck : Eine qualitative Studie zu Einfluss und Potentialen von Drag auf das Körpererleben und die Sexualität queerer Menschen,"Die vorliegende Masterarbeit untersucht den Einfluss von Drag auf das Körpererleben und die Sexualität queerer Menschen und ergründet Potentiale und Grenzen dieser Praxis. Dafür werden queere Drag-Performer*innen im deutschsprachigen Raum mittels qualitativer leitfadengestützer Interviews zu ihrer Drag-Praxis befragt. Ziel dieser Studie ist es herauszufinden, wie sich diese auf ihr Körpererleben und ihre Sexualität auswirkt und welche Aspekte hierbei eine Rolle spielen. Die Auswertung der fünf Interviews erfolgt anhand der inhaltlich strukturierenden qualitativen Inhaltsanalyse angelehnt an Kuckartz und Rädiker (2022). Die Ergebnisse dieser Studie verweisen darauf, dass Drag positive Auswirkungen auf das Körpererleben hat, indem durch äußerliche Veränderung spielerisch Gestaltungsmöglichkeiten des Geschlechtsausdrucks ausgelotet werden. Insbesondere bei nicht-binären Praktizierenden kann dies zu einem kongruenteren Geschlechtserleben führen. Die Bühnenerfahrung verbunden mit anerkennendem Zuspruch seitens des Publikums und die Verbundenheit mit einer (queeren) Community wirken sich hierbei bestärkend aus. Ein zentraler Aspekt des Einflusses von Drag auf die Sexualität der Teilnehmenden äußert sich in der erotischen Bezugnahme auf den eigenen Körper im Rahmen von Drag Performances. Hierdurch werden nicht-normative queere Körper in Anlehnung an Muñoz (1999) einem disidentifikatorischen Prozess unterzogen, wodurch der Körper sich als begehrenswert erfahren lässt. Gleichzeitig wirken Erfahrungen der mehrfachen Marginalisierung innerhalb queerer Communities weiter und beschränken neben Erfahrungen der Dragfeindlichkeit das positive Potential dieser Praxis.",deu,http://dx.doi.org/10.25673/112603,2023-12,2026-04-14T20:21:08.322723+00:00,opendata,1981185920_114560_Performativer_(Gender)Fuck___Eine_qualitative_Studie_zu_Einfluss_und_Potentialen_v,,SCRAPING
351,OAI-PMH full harvest,16,https://opendata.uni-halle.de,http://dx.doi.org/10.25673/2766,,Freiarbeit aus SchülerInnensicht,"Die Dissertation ""Freiarbeit aus SchülerInnensicht"" ist eine umfassende Untersuchung der Freiarbeit in der Sekundarstufe I. Die SchülerInnensicht auf Freiarbeit wurde durch audioaufgezeichnete Kreisgespräche und Gruppendiskussionen, durch Szenenprotokolle der Lehrerin und videografierte Interviews über einen Zeitraum von vier Jahren erhoben und  ausgewertet. Das Forschungsprojekt war ein Selbstevaluationsprojekt, in dem die Forscherin ihren eigenen Unterricht untersuchte. Die notwendige Distanz der Forscherin zu ihrer eigenen Praxis wurde durch die Anwendung der dokumentarischen Methode und durch Diskussionen in Forschungskolloquien und -werkstätten hergestellt. Der Prozess der Selbstevaluation wird in einem Nachwort der Arbeit kritisch reflektiert. Die systematische Auswertung der SchülerInnensicht auf Freiarbeit hat ergeben, dass die SchülerInnen insbesondere solche Aktivitäten in der Freiarbeit schätzen, die Selbsttätigkeit erfordern und zulassen. Für die SchülerInnen ist die Ermöglichung von Peerkommunikation der wichtigste Vorteil der Freiarbeit gegenüber dem ""normalen Unterricht"". Andererseits haben sie Schwierigkeiten, den Charakter der Freiarbeit einzuordnen, da diese für sie zwischen ""normalem Unterricht"" und Peerkultur angesiedelt ist und ihnen eine Begrifflichkeit fehlt für das, was in der Freiarbeit passiert. Des weiteren ergab die Untersuchung, dass LehrerIn und SchülerInnen in der Freiarbeit die Rollen des lehrerzentrierten Unterrichts reproduzieren. Als Konsequenz wird vorgeschlagen, parallel zur Einführung von Freiarbeit Gespräche auf der Meta-Ebene zu institutionalisieren, bei denen Sinn und Zweck der Freiarbeit thematisiert werden, eine Begrifflichkeit für die besonderen Aktivitäten der Freiarbeit entwickelt wird und die Rollen von LehrerIn und SchülerInnen in der Freiarbeit reflektiert werden können. Auf der Grundlage dieser Erkenntnisse wird zum Abschluss der Dissertation ein überarbeitetes Konzept für Freiarbeitsunterricht entwickelt.",deu,http://dx.doi.org/10.25673/2766,2007,2026-04-14T20:21:16.189691+00:00,opendata,1981185920_9551_Freiarbeit_aus_SchülerInnensicht,,SCRAPING
352,OAI-PMH full harvest,16,https://opendata.uni-halle.de,http://dx.doi.org/10.25673/278,,Steuerung von Wissensrisiken,"Ausgehend von der zunehmenden Bedeutung der Ressource Wissen für die Wertschöpfung einerseits und der verstärkten Risikoorientierung (z.B. KonTraG, SOX) von Unternehmen andererseits, setzt die Arbeit an einer zum aktuellen Zeitpunkt unzureichenden Betrachtung von Wissensrisiken, d.h. Risiken, die Wissen als Ressource betreffen, an. Das Ziel der Arbeit besteht darin, den Status quo in Bezug auf den Umgang mit Wissensrisiken in Unternehmen zu erheben und Handlungsempfehlungen zum verbesserten Umgang mit Risiken dieser Kategorie zu erarbeiten. Ausgehend von einer breiten Literaturanalyse wurde das Konzept Wissensrisiko auf der Ebene der Geschäftsprozesse entlang der vier Risikokategorien Wissensverlust, -diffusion, -transfer und -qualität systematisiert und auf dieser Basis eine mehrstufige empirische Studie mit 129 Unternehmen in Deutschland durchgeführt. Die Erhebung erfolgte auf der Basis von Telefoninterviews und schriftlichen Befragungen, während zur Auswertung deskriptive, induktive und multivariate statistische Verfahren angewandt wurden. Die zentralen Ergebnisse der Arbeit bestehen in der Erarbeitung eines Katalogs an Wissensrisiken und Steuerungsmaßnahmen, der Unternehmen bei der Identifikation und Steuerung dieser Risiken unterstützen soll. Weiterhin wurde ein Portfolio zur Klassifikation wissensbezogener Ressourcen hinsichtlich ihres Schutzbedarfes entwickelt. Auf Basis der empirischen Studie wurden zudem das Potenzial von Steuerungsmaßnahmen, interne und externe Einflussfaktoren auf die Steuerung sowie Austauschbeziehungen identifiziert. Weiterhin wurde ein Konzept zur Verankerung dieser Managementaufgabe in der Aufbau und Ablauforganisation entwickelt.",deu,http://dx.doi.org/10.25673/278,2009,2026-04-14T20:21:26.028200+00:00,opendata,1981185920_6895_Steuerung_von_Wissensrisiken,,SCRAPING
353,OAI-PMH full harvest,16,https://opendata.uni-halle.de,http://dx.doi.org/10.25673/3790,,Situation-oriented provision of knowledge services,"Ein wesentliches Anliegen des Geschäftsprozessorientierten Wissensmanagements (pWM) ist die Steigerung der Produktivität von Wissensarbeit unter der Aufrechterhaltung einer engen Verknüpfung mit der Wertschöpfung in Geschäftsprozessen. Wissensarbeit ist kreative Arbeit, die auf die Erzeugung neuen Wissens abzielt. In diesem Zusammenhang sind Unternehmensweite Wissensinfrastukturen wichtige Mittel, da sie integrierte Wissensdienste zum Entdecken und Publizieren, zur Kommunikation und zum Lernen bereitstellen. Es mangelt dem pWM derzeit jedoch an Ansätzen zur systematischen Integration von Wissensarbeit, Geschäftsprozessen und Wissensdiensten. Übergeordnetes Ziel dieser Dissertation ist die Entwicklung eines solchen Ansatzes. Es wird das Konzept der Wissenslage vorgeschlagen, welches eine wiederkehrende Situation beschreibt in der ein Wissensarbeiter von einer geschäftsprozessorientierten Funktion zu einer wissensorientierten Aktion umschalten kann, sollte oder muss. Sie wird durch den Kontext der Situation näher spezifiziert und durch Gelegenheiten zu lernen bzw. neues mit den organisatorischen Kernkompetenzen verknüpftes Wissen zu generieren angestoßen. Diese Arbeit beinhaltet eine detaillierte Aufarbeitung von im Kontext des pWM vorgeschlagenen Modellierungsansätzen, was in das vorgeschlagene Konzept eingeht. Auf Systemebene wird eine prozessorientierte Sicht auf Unternehmensweite Wissensinfrastrukturen entwickelt und Möglichkeiten für die situationsorientierte, flexible Unterstützung von Wissensarbeit aufgezeigt. Teil dieser Arbeit ist eine explorative empirische Erforschung des Konzeptes der Wissenslage. Dazu wurden 31 semi-strukturierte Interviews durchgeführt, transkribiert und mithilfe der qualitativen Inhaltsanalyse strukturiert. Die Ergebnisse wurden zur Reflektion über das Konzept und zu dessen Revision herangezogen. Insgesamt ist der Beitrag dieser Arbeit zum pWM ein innovatives, theoretisch fundiertes und empirisch abgestütztes Konzept zur Beschreibung von Wissensarbeit in Geschäftsprozessen.",eng,http://dx.doi.org/10.25673/3790,2008,2026-04-14T20:21:34.015572+00:00,opendata,1981185920_10575_Situation-oriented_provision_of_knowledge_services,,SCRAPING
354,OAI-PMH full harvest,16,https://opendata.uni-halle.de,http://dx.doi.org/10.25673/32598,,Symptomschwere und Aggravation in der Begutachtung psychischer Störungen,"Die vorliegende Arbeit beschäftigt sich mit den Auswirkungen unterschiedlicher subjektiver Belastungsschwere auf das Auftreten von Aggravation in psychiatrischen Begutachtung. In einer einfach verblindeten experimentellen Querschnittstudie, erfolgte der Vergleich von 60 Patienten mit gesicherter depressiver Störung in zwei randomisierten Gruppen (Instruktion: nichtauthentisch vs. authentisch). Zur Erfassung der Aggravation wurde das Structured Interview of Reported Symptoms , 2nd edition (SIRS-2) im Rahmen der deutschen Validierungsstudie verwendet, das subjektive Belastungserleben wurde mit der Symptom-Checklist-90 in Revidierter Form (SCL-90-R) erhoben. In beiden Untersuchunsgruppen zeigten sich signifikante Korrelationen zwischen dem subjektiven Belastungserleben und dem Auftreten von Aggravation. Eine hohe subjektive Belastungsschwere scheint also mit der vermehrten Angabe von Aggravation einher zu gehen. Es ergaben sich jedoch auch erste Hinweise darauf, dass eine hohe Belastung im Bereich Depressivität und Phobische Angst schützend vor der Anwendung von Aggravation wirken kann.",deu,http://dx.doi.org/10.25673/32598,2020,2026-04-14T20:21:43.522353+00:00,opendata,1981185920_32783_Symptomschwere_und_Aggravation_in_der_Begutachtung_psychischer_Störungen,,SCRAPING
355,OAI-PMH full harvest,16,https://opendata.uni-halle.de,http://dx.doi.org/10.25673/37422,,How ecocentrism and anthropocentrism influence human-environment relationships in a Kenyan biodiversity hotspot,"Protecting nature and securing human livelihood needs are very conflicting especially in biodiversity-rich areas of the Global South. The Taita Hills Cloud Forest (THCF) in Kenya remains one of the top biodiversity hotspots worldwide. Environmental data for the area has been studied for decades. Sociodemographic analyses on inequality have been conducted by governmental and non-governmental organizations. Little has been done yet to correlate them to investigate their relationships. A lot of attention has been paid to the connection between agricultural practices and impacts on the environment, but human–environment relationships are much more complex, especially in Kenya’s biodiversity-rich areas. This paper assesses the local population’s perception of its surrounding environment and investigates their understanding of nature conservation. Using quantitative and qualitative methods, 300 survey respondents were classified concerning their nature ethical views (particularly anthropocentrism and ecocentrism). By using grounded theory, data were regularly reviewed during the entire research, to assemble an evaluable and comparable dataset. Our study reveals that gender has a distinct impact on whether the interviewees have an anthropocentric or ecocentric perspective of nature and conservation. Moreover, there is a strong need for an intermediate bridge between anthropocentrism and ecocentrism.",eng,http://dx.doi.org/10.25673/37422,2020,2026-04-14T20:21:49.284083+00:00,opendata,1981185920_37665_How_ecocentrism_and_anthropocentrism_influence_human-environment_relationships_in_a,,SCRAPING
356,OAI-PMH full harvest,16,https://opendata.uni-halle.de,http://dx.doi.org/10.25673/2649,,Quantitative Erfassung des Hilfebedarfs von Menschen mit Behinderung,"Die Arbeit setzt sich mit Fragen der quantitativen Erfassung des Hilfebedarfs von Menschen mit Behinderung auseinander. Ausgangspunkt sind dabei die gesetzlichen Neureglungen im SGB XII, die einen verstärkten Einsatz quantitativer Fragebögen in der pädagogischen und administrativen Praxis nötig machen. Die Arbeit bezieht sich beispielhaft auf die Situation im Bundesland Sachsen-Anhalt. In der Schrift wird sowohl theoretisch die Möglichkeit einer Hilfebedarferfassung mit standardisierten Instrumenten diskutiert als auch die im Land Sachsen-Anhalt bzw. in Deutschland angewandten praktisch angewandten Fragebögen kritisch untersucht und ein neues Instrument entwickelt und überprüft. Im ersten Teil steht eine Klärung der Grundbegriffs ""Behinderung"" im Mittelpunkt. Dabei werden verschiedene Begriffsfassungen vorgestellt und diskutiert und schließlich das Modell der WHO (ICF) als Arbeitsgrundlage favorisiert. Im Anschluss werden drei Behinderungen (geistige, seelische, körperliche Behinderung) in Ihren Erscheinungsformen dargestellt und verschiedene Theoriemodelle erörtert. Nach diesem deskriptiven Teil werden mit dem Normalisierungsprinzip und dem Empowerment-Ansatz zwei pädagogische Ansätze diskutiert, die normative Vorstellungen entwickeln und zu begründen versuchen. Im zweiten Teil der Arbeit werden grundsätzliche Fragen der Hilfebedarfserfassung behandelt und methodische Probleme der erörtert. Ausgehend von der These, dass die Hilfebedarfserfassung für die beiden großen Lebensbereiche Arbeit und Wohnen/Freizeit getrennt erfolgen muss, werden die Spezifika dieser Lebensbereiche (Milieus) für Menschen mit Behinderung vorgestellt. Dabei wird auf aktuelle Literatur zurückgegriffen und auf Aussagen von qualitativen Interviews, die in verschiedenen Einrichtungen durchgeführt wurden. Der dritte Teil wendet sich explizit empirisch-methodischen Fragestellungen zu. Aus den Vorüberlegungen werden Items und Batterien entwickelt und für beide Milieus je einen Fragebogen zur Erfassung des Hilfebedarfs konstruiert. Diese Fragebögen wurden in einem Pre-Test (n=129 bzw. n=95) auf ihre Güte hinsichtlich der Gütekriterien (Objektivität, Reliabilität und Validität) der quantitativ- empirischen Sozialforschung geprüft. Diese Kriterien werden dabei ausführlich diskutiert besonders hinsichtlich ihrer Anwendbarkeit in sonderpädagogischen Forschungsfeldern. Die Ergebnisse der Arbeit werden im vierten Teil zusammengefasst und die Möglichkeiten und Grenzen der Anwendbarkeit im praktischen Feld erörtert. Im Anhang werden die verwendete Interviewleitfäden und Fragebögen, statistische Häufigkeitsauszählungen und die konstruierten Fragbögen dargestellt.",deu,http://dx.doi.org/10.25673/2649,2006,2026-04-14T20:21:59.044338+00:00,opendata,1981185920_9434_Quantitative_Erfassung_des_Hilfebedarfs_von_Menschen_mit_Behinderung,,SCRAPING
357,OAI-PMH full harvest,16,https://opendata.uni-halle.de,http://dx.doi.org/10.25673/665,,Coping und soziale Unterstützung bei engsten Angehörigen von kurativ und palliativ versorgten Bronchialkarzinompatienten - eine Studie im Rahmen des psychosozialen Stress-Ressourcen-Modells,"Ziel: 1. Vergleich zwischen Angehörigen von Kurativ- und Palliativ-Patienten mit Bronchialkarzinom: krankheitsbedingte Belastungen, psychosoziale Ressourcen, gesundheitsbezogene Merkmale. 2. Prüfung von Coping und sozialer Unterstützung als Schutzfaktoren gesundheitsbezogener Merkmale. Methoden: Sekundärdaten HALLUCA-Studie, teilstandardisierte Angehörigenbefragung, 89 Interviews. Bivariate und multivariate Datenanalyse. Ergebnisse: 1. Angehörige von Palliativ-Patienten: einige höhere krankheitsbedingte Belastungen, seltener emotionales Coping. 2. Emotionales Coping als Prädiktor depressiver Symptome, soziale Unterstützung als Schutzfaktor gesundheitsbezogener Merkmale. Schlussfolgerung: Einige krankheitsbedingte Belastungen bei Angehörigen von Palliativ-Patienten erhöht, aber keine ungünstigeren gesundheitsbezogenen Merkmalsausprägungen. Zusammenhänge zwischen Belastungen (ungünstig) und sozialer Unterstützung (günstig) für mehrere gesundheitsbezogene Merkmale partiell bestätigt.",deu,http://dx.doi.org/10.25673/665,2012,2026-04-14T20:22:06.673876+00:00,opendata,1981185920_7565_Coping_und_soziale_Unterstützung_bei_engsten_Angehörigen_von_kurativ_und_palliativ_v,,SCRAPING
358,OAI-PMH full harvest,16,https://opendata.uni-halle.de,http://dx.doi.org/10.25673/55139,,Identifying missing links in the conceptualization of financial toxicity : a qualitative study,"Purpose:

Financial toxicity can have a major impact on the quality of life of cancer survivors but lacks conceptual clarity and understanding of the interrelationships of the various aspects that constitute financial toxicity. This study aims to extract major drivers and mediators along the pathway from cancer-related costs to subjective financial distress from the patients’ experiences to establish a better understanding of financial toxicity as a patient-reported outcome.
Methods:

Qualitative semistructured interviews with 39 cancer patients were conducted in Germany and addressed patient experiences with cancer-related financial burden and distress in a country with a statutory health care system. Transcripts were analyzed using content analysis.
Results:

Several aspects of financial burden need to be considered to understand financial toxicity. The assessment of the ability to make ends meet now or in the future and the subjective evaluation of financial adjustments—namely, the burden of applied financial adjustments and the availability of financial adjustment options—mediate the connection between higher costs and subjective financial distress. Moreover, bureaucracy can influence financial distress through a feeling of helplessness during interactions with authorities because of high effort, non-traceable decisions, or one’s own lack of knowledge.
Conclusion:

We identified four factors that mediate the impact of higher costs on financial distress that should be addressed in further studies and targeted by changes in policies and support measures. Financial toxicity is more complex than previously thought and should be conceptualized and understood more comprehensively in measurements, including the subjective assessment of available adjustment options and perceived burden of financial adjustments.",eng,http://dx.doi.org/10.25673/55139,2021,2026-04-14T20:22:12.613132+00:00,opendata,1981185920_57091_Identifying_missing_links_in_the_conceptualization_of_financial_toxicity___a_qualit,,SCRAPING
359,OAI-PMH full harvest,16,https://opendata.uni-halle.de,http://dx.doi.org/10.25673/107340,,National minorities and the media situation in Georgia / Tobias Akerlund,"Media plays a central role in forming relationships between members of minority and majority communities. On the one hand there is access to information as key to the successful integration of minority communities, and on the other there is the portrayal of minorities in the media shaping the views of the general public. Issues related to the Georgian media and minority communities have received little attention from practitioners and think tanks working on minority-related issues. This working paper envisages analyzing issues related to media and national minorities in Georgia in order to provide a comprehensive picture of the current situation of minority media and of the impact of media on majority-minority relations. To gather data on this topic, 30 interviews with various media and NGO actors both in Tbilisi and the regions were conducted from October 2010 through April 2011.",eng,http://dx.doi.org/10.25673/107340,2012,2026-04-14T20:22:18.863822+00:00,opendata,1981185920_109295_National_minorities_and_the_media_situation_in_Georgia___Tobias_Akerlund,,SCRAPING
360,OAI-PMH full harvest,16,https://opendata.uni-halle.de,http://dx.doi.org/10.25673/13411,,Digitized Inhumanities: Hexenprozessakten aus Rostock (1584) und Hainburg (1617-18) aus dem Blickwinkel des „elaborierten Hexereibegriffs“,"Das Poster zeigt die strukturelle Analyse eines Dokumentenkorpus von Hexenprozessakten aus Rostock 1584. Zentrale Fragestellung ist dabei, inwiefern der sogenannte ""elaborierte Hexereibegriff"", bestehend aus Teufelspakt, Teufelsbuhlschaft, Hexensabbat, Hexenflug und Teufelspakt, den Inhalt der Prozessakten adäquat abbildet bzw. welche Kategorien außerhalb dieses engen Forschungsbegriffes liegen. Mithilfe des Dokumentenvergleichsdiagramm der Software MAXQDA wird die Verteilung und Abdeckung der verschiedenen inhaltlichen Kategorien verdeutlicht. Das Poster wurde auf der DHd Konferenz 2018 in Köln präsentiert.",deu,http://dx.doi.org/10.25673/13411,2018-02-26,2026-04-14T20:22:28.352133+00:00,opendata,1981185920_13474_Digitized_Inhumanities__Hexenprozessakten_aus_Rostock_(1584)_und_Hainburg_(1617-18),,SCRAPING
361,OAI-PMH full harvest,16,https://opendata.uni-halle.de,http://dx.doi.org/10.25673/32296,,Die medizinische Versorgung in Sachsen-Anhalt aus der Perspektive von Asylbewerber_innen und Geduldeten : Zugang und Inanspruchnahme,"Die vorliegende Arbeit untersucht die subjektive Gesundheit, die Inanspruchnahme des Gesundheitssystems sowie das Erleben medizinischer Versorgung aus der Perspektive von Asylbewerber_innen. Dazu wurden von August bis November 2015 16 leitfadengestützte, teilweise dolmetscher_innenassistierte Interviews geführt, anonymisiert, transkribiert und inhaltsanalytisch ausgewertet. Es konnten insgesamt sechs relevante Kategorien der Erfahrungen in diesen Themenbereichen rekonstruiert werden. Die vier deduktiv erarbeiteten Kategorien beschreiben die Implikationen der subjektiven Gesundheit, die Zugangspfade und die Gewährungspraxis im Gesundheitssystem, die Erfahrungen in der medizinischen Versorgung selbst sowie die Rolle der sozialen Unterstützung und ihrer Akteur_innen. Außerdem konnten zwei induktive Kategorien identifiziert werden: die Zugangskommunikation und das Medizin- und Ärzt_innenbild der Befragten. Der Zugang zu medizinischer Versorgung stellt sich als umständlich und intransparent dar. Kommunikative Hürden treten in vielfältiger Weise auch und besonders vor dem eigentlichen Ärzt_innenkontakt auf. Asylbewerber_innen organisieren den voraussetzungsvollen Zugang zum Gesundheitssystem zu weiten Teilen selbst Die Ergebnissen reichern bestehende Modelle der Inanspruchnahme medizinischer Leistungen (Behavioral Model of Health Services Use) an und zeigen eine spezifische Anwendung auf die Situation von Asylbewerber_innen in Sachsen-Anhalt und Deutschland. Es lassen sich potentielle Ableitungen zur Förderung der Erreichbarkeit des medizinischen Systems, der Gesundheitskompetenz sowie der Patient_innenautonomie formulieren.",deu,http://dx.doi.org/10.25673/32296,2018,2026-04-14T20:27:42.271210+00:00,opendata,1981185920_32459_Die_medizinische_Versorgung_in_Sachsen-Anhalt_aus_der_Perspektive_von_Asylbewerber,,SCRAPING
362,OAI-PMH full harvest,16,https://opendata.uni-halle.de,http://dx.doi.org/10.25673/102982,,Verhütungsbiografien ungewollt Schwangerer : Eine qualitative Inhaltsanalyse zu Verhütung vor und nach einem Schwangerschaftsabbruch,"Ein Schwangerschaftsabbruch ist meist die Folge fehlender oder misslingender Verhütung, das Verhütungsversagen kann auch unerklärbar sein. Es ist anzunehmen, dass ein Abbruch zu Veränderungen des Verhütungsverhalten führen kann. Ziel der vorliegenden Masterthesis ist es, Verhütungsbiografien von Frauen zu analysieren, die in Deutschland eine Schwangerschaft nach der Beratungsregelung abgebrochen haben. Welche Bedeutung schreiben die Frauen dem Schwangerschaftsabbruch für die eigene Verhütungsbiografie zu? Wie erleben sie das Thema Verhütung vor und nach einem Schwangerschaftsabbruch? Diese Fragen sollen beantwortet werden. Außerdem werden weitere Marker von Veränderungen im Verhütungsverhalten analysiert. Zwölf qualitative Interviews der Studie frauen leben 3 des SoFFI
F. im Auftrag der BZgA wurden dazu im Rahmen einer Sekundäranalyse durch eine qualitative Inhaltsanalyse ausgewertet. Die Frauen verändern ihr Verhütungsverhalten, indem sie die Methode wechseln, die bisherige Methode sorgsamer anwenden und generell ein stärkeres Sicherheits- und Planungsbedürfnis zeigen. Die soziale Norm der sicheren Verhütung sowie die Stigmatisierung von Schwangerschaftsabbrüchen sind dabei wichtige Einflussfaktoren. Weitere Forschung ist notwendig, um die Ergebnisse zu bestätigen und zu vertiefen.",deu,http://dx.doi.org/10.25673/102982,2023-04-20,2026-04-14T20:27:55.737977+00:00,opendata,1981185920_104935_Verhütungsbiografien_ungewollt_Schwangerer___Eine_qualitative_Inhaltsanalyse_zu_Ve,,SCRAPING
